"X","Y","index"
0.0,0.04468664955184538,"sin"
0.1,0.12743457662529775,"sin"
0.2,0.18745516906576246,"sin"
0.30000000000000004,0.323507729521513,"sin"
0.4,0.2265026085340085,"sin"
0.5,0.5048606814846868,"sin"
0.6000000000000001,0.7643354703609763,"sin"
0.7000000000000001,0.5932966651195779,"sin"
0.8,0.6599733460297598,"sin"
0.9,0.6627533910262466,"sin"
1.0,0.9301735719908147,"sin"
1.1,0.9736092416294064,"sin"
1.2000000000000002,0.9085408593709013,"sin"
1.3,0.9678863347917382,"sin"
1.4000000000000001,1.0940030396819695,"sin"
1.5,1.0557078461932576,"sin"
1.6,1.0122035335612238,"sin"
1.7000000000000002,0.7834190957222262,"sin"
1.8,0.981178648761287,"sin"
1.9000000000000001,0.9028854760392528,"sin"
2.0,0.9507574869871109,"sin"
2.1,0.8479663015915105,"sin"
2.2,0.8951161795314222,"sin"
2.3000000000000003,0.6383223837201721,"sin"
2.4000000000000004,0.7747351696271345,"sin"
2.5,0.59050365816188,"sin"
2.6,0.5701843864015611,"sin"
2.7,0.3915159819787826,"sin"
2.8000000000000003,0.24555933242764788,"sin"
2.9000000000000004,0.21732239803070727,"sin"
3.0,0.19253340082515308,"sin"
3.1,-0.039660817668650705,"sin"
3.2,-0.10975615336520309,"sin"
3.3000000000000003,-0.04873437110221154,"sin"
3.4000000000000004,-0.24299949787009936,"sin"
3.5,-0.4261936914211758,"sin"
3.6,-0.4348240381295177,"sin"
3.7,-0.6175031443712371,"sin"
3.8000000000000003,-0.5475044347535567,"sin"
3.9000000000000004,-0.7161685138804519,"sin"
4.0,-0.5592375692776497,"sin"
4.1000000000000005,-0.8176760831837168,"sin"
4.2,-0.916219648340963,"sin"
4.3,-0.882675270081757,"sin"
4.4,-0.9505468129765952,"sin"
4.5,-0.9835566779247604,"sin"
4.6000000000000005,-0.9627299814377703,"sin"
4.7,-0.9998867839099034,"sin"
4.800000000000001,-0.9682316482990451,"sin"
4.9,-0.9126334568108341,"sin"
5.0,-0.9798953610242284,"sin"
5.1000000000000005,-0.9548799050457306,"sin"
5.2,-0.8236680249808378,"sin"
5.300000000000001,-0.7525811220766688,"sin"
5.4,-0.8305550046600978,"sin"
5.5,-0.6736608958771162,"sin"
5.6000000000000005,-0.7300792322010013,"sin"
5.7,-0.5506587880639523,"sin"
5.800000000000001,-0.44881708159195366,"sin"
5.9,-0.4912933562489664,"sin"
6.0,-0.35708798626522653,"sin"
6.1000000000000005,-0.3150377298510977,"sin"
6.2,-0.15761920954606123,"sin"
0.0,1.093888772188363,"cos"
0.1,1.044191444656842,"cos"
0.2,0.9743898668328939,"cos"
0.30000000000000004,0.9717855529954262,"cos"
0.4,0.719931135045923,"cos"
0.5,0.8505260064542289,"cos"
0.6000000000000001,0.7675202364545853,"cos"
0.7000000000000001,0.661576603810036,"cos"
0.8,0.6990969906484592,"cos"
0.9,0.6216617841721596,"cos"
1.0,0.6382283123904267,"cos"
1.1,0.446226429609184,"cos"
1.2000000000000002,0.38841189505619295,"cos"
1.3,0.14231013108183468,"cos"
1.4000000000000001,0.3084303932877185,"cos"
1.5,-0.1573671325457155,"cos"
1.6,0.008486710958630007,"cos"
1.7000000000000002,0.08679445349302242,"cos"
1.8,-0.272142983470746,"cos"
1.9000000000000001,-0.2898845683068144,"cos"
2.0,-0.4057737547432067,"cos"
2.1,-0.35195740717405277,"cos"
2.2,-0.5922638769611215,"cos"
2.3000000000000003,-0.5133334940428935,"cos"
2.4000000000000004,-0.7108187063276628,"cos"
2.5,-0.9713668948334181,"cos"
2.6,-0.6666079952276547,"cos"
2.7,-0.8913545888169128,"cos"
2.8000000000000003,-0.8733279393673522,"cos"
2.9000000000000004,-0.9710166745308981,"cos"
3.0,-1.105234720207616,"cos"
3.1,-0.9103401874124071,"cos"
3.2,-1.127019314125718,"cos"
3.3000000000000003,-0.9279273785084372,"cos"
3.4000000000000004,-1.159656669706615,"cos"
3.5,-0.8710739715404657,"cos"
3.6,-0.8962395714493945,"cos"
3.7,-0.9268150596828415,"cos"
3.8000000000000003,-0.7769477986567751,"cos"
3.9000000000000004,-0.6647242485593815,"cos"
4.0,-0.6736882564702594,"cos"
4.1000000000000005,-0.5085896200716841,"cos"
4.2,-0.370714206074504,"cos"
4.3,-0.326390721995856,"cos"
4.4,-0.08443964924031372,"cos"
4.5,-0.000689515410311009,"cos"
4.6000000000000005,-0.009601792656636923,"cos"
4.7,0.17776850610084827,"cos"
4.800000000000001,0.13822283691182508,"cos"
4.9,0.20217509683569826,"cos"
5.0,0.2870189363883309,"cos"
5.1000000000000005,0.37993676042453856,"cos"
5.2,0.3508786021950595,"cos"
5.300000000000001,0.6712769801525281,"cos"
5.4,0.7006466756252375,"cos"
5.5,0.6909066784822203,"cos"
5.6000000000000005,0.8479006912162705,"cos"
5.7,0.6307584277982093,"cos"
5.800000000000001,0.9279953315423823,"cos"
5.9,1.1140451483413392,"cos"
6.0,0.8882485154145995,"cos"
6.1000000000000005,1.1000533968607717,"cos"
6.2,1.130513949450196,"cos"
